ID, PageRank
0.5380193599058628,3744
0.15,2144
0.26051594100430264,3757
0.27667933880383966,3756
0.1938566727069419,3759
0.17286582279599916,3760
0.15,2019
0.27749999999999997,2262
0.15,3785
0.15,2470
0.15,3547
0.15,3800
0.15,2770
0.9999902643284437,1933
0.15,3776
0.7017478955172081,3861
1.2982326331396792,2903
0.17286582279599916,1967
0.19469445760303172,3888
0.15,3896
0.15,3928
0.15,3973
0.15,3881
0.9999902643284441,2495
0.9999902643284441,3974
0.15,585
0.15,3987
2.3264031506099276,361
2.254937320356025,3996
0.15,3660
0.15,3571
0.15,3917
0.15,3397
0.15,3972
0.27749999999999997,3828
0.15,4029
0.15,4030
0.15,4015
0.15,4047
0.15,4052
0.15,4054
0.15,4059
0.15,3414
0.15,3211
0.5342465753424656,2897
0.37705479452054785,3488
0.15,4112
0.15,4121
0.15,4136
0.31722949326984695,4144
0.15,4141
0.15,4150
0.15,4164
0.15,4168
0.7875,3642
2.1917781031758206,3219
0.15,3539
0.15,4163
0.9999902643284441,4205
0.9999902643284441,4181
0.9999902643284441,4198
0.15,3056
0.15,4212
0.15,4219
0.15,2512
0.15,4038
0.15,4226
0.15,4237
0.15,4240
0.15,4245
0.26086956521739124,4098
0.6749615493256211,2167
0.8404294048357197,3527
0.5071824970063317,4261
0.43685865841400395,4257
0.9999902643284441,3982
0.7710037893644144,3214
1.2343980837877453,3018
0.15,3816
0.31722949326984695,4238
0.15,3887
0.26086956521739124,3490
0.26086956521739124,4354
0.21375,3699
4.19510039741502,4172
0.15,4367
0.15,4369
0.9999902643284441,4395
0.9999902643284441,4396
0.9999902643284441,280
0.9999902643284441,3815
1.2203495645209457,4107
0.15,4322
0.15,4421
0.15,3161
0.15,4353
0.15,4304
0.21375,3445
0.15,3704
0.6737339228254616,4499
0.15,4531
0.15,4549
0.15,3487
0.21054125,1403
0.27749999999999997,4217
1.5277096815439057,1334
0.15,4590
0.15,4594
0.15,3237
0.31912751334205314,4515
0.15,4631
0.2535675082327113,4639
0.15,4609
0.15,4664
0.17124999999999999,4654
0.3289600625,4546
0.15,4591
0.1985208333333333,4668
0.15,4579
2.0505608043446983,4291
0.2197708333333333,4661
0.15,3465
1.545717753940507,2313
0.15,4681
0.15,4680
0.15,4729
0.15,4458
0.40971064586234773,4659
0.15,4573
0.3655323819978046,3504
0.15,4521
0.9801883939592556,3649
0.15,4308
0.15,4791
0.4776766053502036,2165
0.15,4698
0.15,4806
0.3408912781329235,4400
0.31523642732047163,4824
0.15,4524
0.4788551859099802,4694
0.15,4301
0.15,4615
0.4023175082327113,3837
0.15,4900
0.15,3875
0.4344422700587084,4918
0.15,4415
0.15,4828
0.15,4281
0.15,4266
0.8514545923614617,3389
0.15,3746
0.15,5015
1.59086896935162,3630
0.48848228857157683,5014
0.334637964774951,3725
0.15,4612
0.9999902643284441,547
0.9999902643284441,5030
1.4594444651558147,5029
1.3905263278295152,5032
0.15,5027
0.15,1394
0.15,4592
0.15,5036
0.15,3278
0.15,5096
0.7338551859099802,4611
0.9999902643284441,5046
0.9999902643284441,5132
0.15,5129
0.15,5025
0.566580067393862,3429
0.2535675082327113,5163
0.15,5193
0.21375,5200
0.3316875,5201
0.431934375,5202
0.8261193119393139,5212
0.15,5234
0.15,5235
0.5342465753424656,5237
0.6041095890410957,5239
0.31587557846771697,2934
0.7737769080234832,4833
0.4344422700587084,4320
0.4344422700587084,3714
0.334637964774951,5284
0.15,3099
0.5607856691118551,3719
0.15,5221
0.15,4365
0.15,3572
0.15,5399
1.370518833337666,3897
0.15,5420
0.5182301250389644,5422
0.9999902643284441,4753
0.9999902643284441,5438
0.15,4812
0.15,5441
0.15,5442
0.15,5353
0.9999902643284441,5458
0.334637964774951,5259
0.15,5413
0.15,5403
0.15,5489
0.43782088111867457,5404
0.9999902643284441,2870
0.9999902643284441,5522
0.15,5480
0.634050880626223,4899
0.4194716242661447,5472
0.15,5549
0.15,4519
0.15,5560
0.9999902643284441,5492
0.9999902643284441,5568
0.15,5524
0.15,5615
0.9999902643284441,5590
0.9999902643284441,5618
0.9999902643284441,5619
0.15,5614
0.23039611964430073,3470
0.15,5609
0.15,5598
1.2323151125316942,4649
0.15,5636
0.15,5655
0.15,5433
0.15,5717
0.15,4921
0.15,5719
0.15,5730
0.15,5731
0.15,5732
0.15,5309
0.27749999999999997,5227
0.9999902643284441,5759
0.9999902643284441,5761
0.18916734033953111,5762
0.9999902643284441,5763
0.9999902643284441,5788
0.15,5791
0.9999902643284441,5649
0.9999902643284441,5798
0.27749999999999997,3707
0.18916734033953111,5806
0.15,3829
0.15,5648
0.15,3903
0.15,5862
0.15,4553
0.9999902643284441,5507
0.9999902643284441,5896
0.15,5899
0.15,5890
0.6737339228254616,5411
0.15,1819
0.9999902643284441,5955
0.9999902643284441,5958
0.15,5963
0.15,2073
0.27749999999999997,5971
0.15,3804
0.15,4004
0.15,5956
0.15,5999
0.940233710119477,2045
